data,title
ভাই ক্লিয়ার করে খাচ্ছেন নকি প্লেট ভরে নিয়ে ফালাচ্ছেন,কিছুটা নেতিবাচক
ভাইয়া আর ইপসা আপু দুজন কে ই এত্তো কিউট লাগে বলার বাইরেখুব ভালো লেগেছে ভ্লগটা ইপসা আপুর ভয়েস টা খুব খুব খুব ভালো লাগেমনে হয় যেনো কোন বাচ্চা মেয়ের কন্ঠঅনেক ভালোবাসা ও শুভ কামনা রইলো ভ্লগ ও দুজনের জন্য,নিশ্চিত ইতিবাচক
অস্ট্রেলিয়া থেকে দেখছি অনেক ভালো লাগলো আপনার ব্লগটি আশা করি আমার চ্যানেলটিও ঘুরে আসবেন পাশে থাকবেন সবসময়,নিশ্চিত ইতিবাচক
ভাই ফেইসবুক এ দিলে ওইখানে আগেই দেখা হইয়া যায়ইউটিব এ আর দেখা হয় না এটা জন্য আপনার ভিউয়ার কম হইতে পারে,নিরপেক্ষ
ওয়াও আপনারেও ভাবি খাওয়ায় দিছে ভালো লাগলো,নিশ্চিত ইতিবাচক
এইটা হচ্ছে চিকেন উইথ নাম ভুলে গেছি,কিছুটা নেতিবাচক
মেহেদী ভাইয়া আর উনার স্ত্রী এর চোখ গুলা একি রকম,নিশ্চিত ইতিবাচক
ভাইয়া কিছু মনে না করলে বলবেন যে আপনি কি করেন,নিরপেক্ষ
মেহেদি ভাইয়ের লিচু খাওয়া দেখতে চাই,নিরপেক্ষ
ক্ষুধা লেগে যাচ্ছে ভাইয়া,নিরপেক্ষ
বালির বাকি ব্লগগুলো তাড়াতাড়ি আপলোড দিনভাইয়া,নিরপেক্ষ
একদম সত্যি কথাযার জন্য এখন পস্তাইতেছি,নিরপেক্ষ
দেখতে দেখতে ক্ষুধা লেগে গেছে,নিরপেক্ষ
ভাই তুমাকে আর আপু কে আজকে অনেক সুন্দর লাগতাছে,নিশ্চিত নেতিবাচক
আমারি হোটেল শুনে মনে করছি ভাই আবার কবে হোটেল দিল যে মানুষ হোটেল হোটেল করে  খাওন দিলো সে আবার অন্যের হোটেলে খাইছে এতদিন তারপর দেখলাম রেষ্টুরেন্টের নাম আমারি,কিছুটা ইতিবাচক
ভাবি আর আপনাকে একসাথে দেখবার চাই ভাই,কিছুটা ইতিবাচক
অনেক দিন পর দেখলাম ভাইয়া কে,নিরপেক্ষ
কুষ্টিয়ার কৃতি সন্তান বুয়েট ছাত্র আবরার হত্যার বিচার চাই,কিছুটা ইতিবাচক
ভাইয়া বিরাল কুথাথেকে কিনছেন,নিরপেক্ষ
অনেকদিন ধরে ভালো রামেন কই পাবো বুঝতেসিলাম নাহধন্যবাদ ভাইয়াটেস্ট করবো ইনশাআল্লাহ,নিশ্চিত ইতিবাচক
পিপি বেশিই আইলস্যা দেখা যাচ্ছে ,নিশ্চিত নেতিবাচক
আপনার প্রেজেন্টেশন টা অনেক জোশ হয় এবং ভিডিও গুলো দেখার সময় সত্যি আলাদা একটা মজা পাওয়া যায় আমি গতকাল সুশির ভিডও টা দেখেই সাবস্ক্রাইব করে ফেলেছি আশা করি সবসময় থাকবো এবং ভালো ভালো ভিডিও দিবেন,নিশ্চিত ইতিবাচক
বিল্লুটার নাম কি,নিরপেক্ষ
আজই প্রথম দেখলাম আপনার ভিডিও খুব ভাল লাগলো আপনার ফুড রিভিউ,নিশ্চিত ইতিবাচক
ভাইয়া আপনার ভিডিও দেখতে আমার খুব ভালো লাগে লাইক দিলাম,নিশ্চিত ইতিবাচক
পহেলা ফাল্গুন এর শুভেচ্ছা আপুভাইয়া,নিশ্চিত ইতিবাচক
ওগুলা কি শিটাকে মাশরুম ছিলো,নিরপেক্ষ
আপনি ভাই চালিয়ে যান  ভালো লাগছে  তবে খাবার টেস্টের সাথে মুখের অভিব্যক্তি দেখালে আরো ভালো হতো,কিছুটা ইতিবাচক
আপনাদের বাসায় এতো গেস্ট আসে আল্লাহ,কিছুটা নেতিবাচক
কথার ভয়েজটা অনেক মিষ্টি ভাইয়া,নিশ্চিত ইতিবাচক
হ্যা কথা ভুল বলেন নিআসলেই একটু রিজনেবল রেস্তোরাঁ গুলিও রিভিউ করলে ভালো হয়,নিশ্চিত ইতিবাচক
দোয়া করি আপনারা সবাই সব সময় ভালো থাকেন,নিশ্চিত ইতিবাচক
এমন ফ্যামিলি ট্যুর সত্যিই উপভোগ্য,নিশ্চিত ইতিবাচক
ভাই সৌদি অারবে অাসবেন কবেঅাসলে অাপনার সাথে মিট করবোঅামি মক্কায় থাকি,কিছুটা ইতিবাচক
ভাইয়া আমরা বালিতে যেতো চাচ্ছি আমরা  দিন থাকবো এটা কি যথেষ্ট পুরা বালি  গিলি বিচ গুলা ভালোভাবে শেষ করার জন্য আর বালি যাওয়ার জন্য পারফেক্ট সময় কখন আমাদের যদি একটু হেল্প করতেন,নিরপেক্ষ
হোটেল কত দিন আগে বুকিং দিয়েছেন,নিরপেক্ষ
আপনারা অনেক অনেক জোস ভাইয়া,নিশ্চিত ইতিবাচক
নুসা পানিদার হোটেলের নামটা বলবেন প্লিজ,নিরপেক্ষ
আপনারা কতদিন ছিলেন টোটাল কস্ট কতো পার পারসোন,কিছুটা ইতিবাচক
ভাইয়া আপনাদের থাইল্যান্ড এর ট্রিপ এর ভিডিও টা দেখতে চাই,নিরপেক্ষ
আপনার ভয়েস এবং কথাবার্তা অনেক জোস,কিছুটা ইতিবাচক
ক্যামেরার নাম এবং মডেল জানালে হ্যাল্প হবে ব্রো,নিরপেক্ষ
ভাইয়া আমাকে প্লিজ জানাবেন কি যে আপনাদের মত দুইজন বইলে ঘুরতে কত খরচ হবে ইনক্লুডিং সবকিছু,নিরপেক্ষ
কাজের শুরুতে বিসমিল্লাহ আলহামদুলিল্লাহ ইনশাআল্লাহ প্রশংসা বাচক শব্দের ব্যবহার  সত্যি অসাধারণ আপনার ভিডিওগুলো যত দেখছি মুগ্ধ হচ্ছি,নিশ্চিত ইতিবাচক
আচ্ছা ভাইয়াবালিতে  দিনের টুরে আপনার আর ভাবির কতো টাকা লাগসে,নিরপেক্ষ
লিপু ভাইয়ার আমার বউ এর ছবি তুলতেছিলাম কথাটা জোস ছিলো,কিছুটা ইতিবাচক
ভিডিওটা অনেক ভালো লাগলো ভিডিও দেখে মনে হচ্ছে আমি ওখানে আছি,নিশ্চিত ইতিবাচক
আপনি যে পরিমাণ হাসেন আর এতো জোরে হাসেন,কিছুটা ইতিবাচক
এই ভিডিওতে ভাইয়ার চেহারা দেখা গেছে ইয়েএএএএএ,কিছুটা ইতিবাচক
ইনশাহ আল্লাহ একদিন বাংলাদেশের অন্যতম একটা ফুড ব্লগিং চ্যানেল হবে এটা সর্বোচ্চ দোয়া রইলো পেটুককাপল,নিশ্চিত ইতিবাচক
এতো সুন্দর হচ্ছে ভিডিও গুলা কেমনে কি ভাই,নিশ্চিত ইতিবাচক
সুবহানআল্লাহ অনেক সুন্দর খুব ভাল লেগেছে ভাইয়া অনেক অনেক ধন্যবাদ,নিশ্চিত ইতিবাচক
সবগুলা পজেটিভ কমেন্টস,নিশ্চিত ইতিবাচক
পিপি কে নিয়ে ভিডিও কবে আসবে,নিরপেক্ষ
এক সিরিজে  টা ভ্লগ অাসবে ইউ চিয়্যার্স ভাই,নিশ্চিত ইতিবাচক
অসাধারণ ভিউ হোটেলটির রুম রেন্ট কত ,নিরপেক্ষ
 এখানে  রুপিয়া বলেছেন যা হবে লাখ রুপিয়া বালিতে খাবার ও হোটেল এর ভাড়া আমাদের কক্সবাজার সহ অনান্য পর্যটন স্পট থেকে অনেক চীপ,কিছুটা ইতিবাচক
ভাইয়া য় ব্লগে পিচ্চিটাকে দেখলাম না কোথায় রেখে গিয়েছিলেন,নিরপেক্ষ
অবশ্যই খুব সুন্দর আদর করে অল্প একটু সমালোচনা করি,কিছুটা ইতিবাচক
আনন্দিত হওয়া ও প্রকাশ করা খুব ভালো তবে ভিডিওতে ছেলেমানুষিটা একটু কন্ট্রোল্ড হলে বেশী ভালো হয়,কিছুটা নেতিবাচক
সাবস্ক্রাইবার মিলিয়ন পার হবে কবে,নিশ্চিত ইতিবাচক
ছেলেমানুষি টার জন্যই ভিডিও কে আরো দেখার জন্য আগ্রহ জাগে,নিশ্চিত ইতিবাচক
ভাইয়া পু্রা কুষ্টিয়া আবার ঘুরে দেখান,নিশ্চিত ইতিবাচক
অসাধারণ অার আম্মাকে বললাম অামাদের কুষ্টিয়ার ভাইয়ার ব্লগ,নিশ্চিত ইতিবাচক
জানি না কখনো বালি যেতে পারবো কি না কিন্তু আপনার ভিডিও গুলো দেখলে মনে হয় বালি ঘুরে আসলাম,নিশ্চিত ইতিবাচক
অনেক ধন্যবাদ আপনার ভিডিও গুলো অনেক ভালোলাগে অনেক আলাদা থাকে,নিশ্চিত ইতিবাচক
অসাধারণ সুন্দরযেমন ভাইয়া আপনার বর্ণনা তেমনি প্রাকৃতিক সৌন্দর্যএতো সুন্দর আপনাদের সবার কনভারসেশনএই ভিডিওর প্রান এটাআমিতো এক নিঃশ্বাসে মুগ্ধ হয়ে দেখিতবে একটা অনুযোগ আছে ইপসা আপুকে একটু বেশী দেখাবেনএকটা কিউটের ডিব্বা আপুটাআমার খুব প্রিয় আপনারা দুজনআমিতো অবাক হয়ে গেছি বালির এতো সৌন্দর্যরূপ দেখে আপনার ভিডিওতেমনে হচ্ছে এখনি ঘুরে আসি বালিআবারো ভাইয়া আপনার ভিডিওগ্রাফীতে মুগ্ধপেটুক কাপল এর জয় জয়কার ছড়িয়ে পড়ুক সবার মাঝেশুভ কামনা নিরন্তর,নিশ্চিত ইতিবাচক
এই ব্লগ দেখার পর ইন্দোনেশিয়া এর বালিতে যেতে হবেই,নিশ্চিত ইতিবাচক
ভাই নেক্সট টাইম নখ কেটে কইরেন ভ্লগিং,কিছুটা নেতিবাচক
শুরুতে বললেন স্টেক টা ওওঅঅধউসে থেকে বেটার,নিরপেক্ষ
ভাই আপনার ভিডিও দেখতে এবং আপনার কথা বলার ধরন আমার কাছে অসতির লাগে তবে ভাই রেস্টুরেন্ট ঠিকানা একটু ভালো ভাবে বলবেন যাতে আমরা বুঝতে পারি ধন্যবাদ,কিছুটা ইতিবাচক
ভাইয়া আমি আপনার সব ভিডিও ই দেখি কিন্তু এটা আমার প্রথম কমেন্ট আমি আপনাকে একটা কথা বলতে চাই ভাইয়া আপনি অনেক ভালো ভালো রেস্টুরেন্টে যান যেই গুলোর প্রাইস অনেক হাই আপনার কাছে একটা অনুরোধ মিড়িয়াম মানের রেস্টুরেন্ট এও মাঝে মধ্যে যাবেন অগ্ৰীম ধন্যবাদ,কিছুটা ইতিবাচক
ভাই খাবার যাই হোক আপনার হাতে আর খাওয়ার পরে আপনার রিভিউকি আর বলবো ভাই,নিরপেক্ষ
মাঝে মাঝে ইচ্ছে করে মোবাইলের ভিতর দিয়া আপনাদের ওইখানে চইলা গিয়া চুপচাপ খাওয়া শুরু করে দেই,নিশ্চিত ইতিবাচক
আহ সেদিন এর চে বড় সাইজের কোরাল বার্বিকিউ কক্সসবাজার সুগন্ধা বীচ রোডে খেয়ে এসেছি মাত্র  টাকায় আর বার্বিকিউ মাছের সাথে লেবু  এগজ্যাক্টলি মাই থিং,নিশ্চিত ইতিবাচক
ভেজাল অভিযান দেখে বাইরে খাওয়ার ইচ্ছাই চলে গেছে,কিছুটা নেতিবাচক
তালতলার বিপরিতে যেই তান্দুরী চিকেন পাওয়া যায় ওটা খাইছেন ভাই,নিরপেক্ষ
অনেক ঝাল,নিরপেক্ষ
ভাবতেছিলাম যাব এই ভিডিও দেখে ক্ষুদা লেগে গেছে,কিছুটা ইতিবাচক
দারুন আবার ক্ষুধা লেগে গেলো,নিশ্চিত ইতিবাচক
 দিনে  টাই ভিডিও চাই,কিছুটা ইতিবাচক
আমার দেখা মানালি এবং বালি দেখতে সত্যি সুন্দর,নিশ্চিত ইতিবাচক
ফিশ টা দেখেই ইয়াম্মি লাগতেছে,নিশ্চিত ইতিবাচক
ভাগ্যিস যে লাঞ্চ টাইমে দেখেছি,নিরপেক্ষ
ডেফিনিটলি কোরাল আর বীফ ট্রাই করবো থ্যাংকইউ পেটুক কাপল,নিশ্চিত ইতিবাচক
অাহা অামার এই খানে এখন সকাল  টা দেখে খিদা লেগে গেছে,কিছুটা ইতিবাচক
 টাকায় খুব ভালো ডিল কিছু দিন যাবৎ মাছ খেতে ইচ্ছে করসিল  যাক বাসার আসে পাশে মৎস এর সন্ধান দিয়ে বহু উপকার করলেন ভাই ভাবি কে সালাম এবং পিপি কে আদর দিয়েন,নিশ্চিত ইতিবাচক
আপনাদের ভিডিও গুলা যা জোশ হয় না ভাই সেই,নিশ্চিত ইতিবাচক
তোমার রিভিউগুলো জোস হয় আর কথার মধ্যে একটা জাদু আছে কিন্তু তুমি বাম হাতে খাও কেন,কিছুটা ইতিবাচক
আর হ্যাঁ হাসিটা ও খুব জোস লাগে,নিশ্চিত ইতিবাচক
ওদের রাইস অনেকটা আফগানি কাবুলি পোলাও এর মতন,কিছুটা ইতিবাচক
ভাইয়া আমার বাসা আলফারমোড়কুষ্টিয়া,নিরপেক্ষ
কালামারি খেয়েই  টাকা উসুল করে ফেলতাম,নিরপেক্ষ
ভাইয়া বুফে খাওয়ার নিয়ম গুলো কি মানে কতবার খাবার নেয়া যাবে,নিরপেক্ষ
ভাই এই সস টা আপনাদের কিচেনে বানিয়ে দেখিয়েন ধন্যবাদ,নিরপেক্ষ
আজ সর্বোচ্চ পরিমাণে ইপসা আপু ফ্রেমে ছিল,কিছুটা ইতিবাচক
আমরা যে বেচে আছিসুস্থ আছিএটাই আল্লাহর সবচেয়ে বড় নেয়ামত অসুখ হলে এটা মনের ভাবনায় আরও বেশি আসেবুজা যায় আপনার কথাগুলো ভালো লাগলো আর আপনার,নিশ্চিত ইতিবাচক
কথাগুলো কেন জানি আমার মনের সাথে একেবারেই মিলে যায়আসলে অনেকে এভাবে ভাবতেও পারে নাঠিক আপনি যেমন করে ভাবেনযাক আল্লাহ আপনাকে আমাদের সবাইকে ভালো রাখুকভালো থাকবেনআল্লাহ হাফেয,নিশ্চিত ইতিবাচক
দোয়া করি ভাইয়া তারাতারি ভালো হয়ে উঠেন,নিশ্চিত ইতিবাচক
এতো মজা করে খান আর রিভিউ দেন,নিশ্চিত ইতিবাচক
ভাইয়া রিংরোডে যে আরেকটা চিলিস আছে ওইটাও কি এটারই ব্রাঞ্চআমারো ঠান্ডা জ্বরবাংলা চাইনিজ দেখে লোভ লেগে গেলচিলিসের চাউমিনটা আগে অনেক ভাল ছিলকিন্তু লাস্ট যেদিন খাইলাম অনেক চিকন একটা নুডুলস দিছিলমেজাজটাই খারাপ হয়ে গেছিল আর যাইনি পরে,কিছুটা নেতিবাচক
ভাইয়া অনেক শুকায় গেসেন মনে হল,নিরপেক্ষ
দোয়া করি সুস্থ হন তাড়াতাড়ি,নিশ্চিত ইতিবাচক
রাসিফ ভাই এবং ইপশা আপু দুজনের জন্যই আল্লাহর দরবারে সুস্থতা কামনা করছি আল্লাহ যেনো আপনাদের সুস্থতা দান করেনআমিন,নিশ্চিত ইতিবাচক
আপু ভাইয়া দোয়া করি তোমারা তারাতারি ভালো হয়ে যাও,নিশ্চিত ইতিবাচক
বুমবুম মানে সামনে ধাক্কা খাবে এটা বেস্ট আমি হাসতে হাসতে শেষ,নিশ্চিত ইতিবাচক
ভাইয়া শামুক কি ইসলামে জায়েজ,নিরপেক্ষ
আল্লাহ যেন আমাকে যাওয়ার তৌফিক দান করে,নিশ্চিত ইতিবাচক
লিপুর টা জুতা মিসিং,নিরপেক্ষ
ইন্দোনেশিয়া যাওয়ার সুযোগ হলে ট্যুর প্ল্যান আপনাদের কাছ থেকেই নিবো সমস্যা নাই,নিশ্চিত ইতিবাচক
শামুক কি মুসলিমদের জন্য হালাল,নিরপেক্ষ
এই ভাই আমার  ঘণ্টা চলে গেছে আপনার একটার পর একটা ভিডিও দেখতে দেখতে মনে হচ্ছিলো আমিও ছিলাম আপনাদের সাতে,নিশ্চিত ইতিবাচক
ধন্যবাদ ভাইয়া এতো সুন্দর চ্যানেল খোলার জন্য আর এতো সুন্দর করে ব্লগিং করার জন্য,নিশ্চিত ইতিবাচক
আপনার ভ্লগে ডিজলাইক দেয় কারা,নিরপেক্ষ
ভাইয়া ভ্লগ গুলা এত ভাল লাগছে যে শেষ যেন না হয় সেটাই চাচ্ছিলাম মনে মনে এয়ারপোর্ট এর এত ডিটেইলস দেখে খুব ভাল লাগলো আর খুব সাবলীল ছিলো ভিডিও দেশের বাইরের আরো ভিডিও চাই,নিশ্চিত ইতিবাচক
কিভাবে প্লেস গুলাতে যেতে হয় বললে বেশি ভাল হয়,নিশ্চিত ইতিবাচক
রাফটিং এর সময় সেজা কোথায় ছিলো,নিরপেক্ষ
অরে বাবা রে অরে বাবা রে টা জোস ছিল ভাইয়া,নিশ্চিত ইতিবাচক
এই কি কাহিনী ভাই আর কত অপেক্ষা করবো ডে  এর জন্য আর ভালো লাগতেসে না জলদি জলদি আপলোড দেন প্লিজ,নিশ্চিত ইতিবাচক
ভাইয়া কফির বিষয়টা বোঝলাম নাহ,নিরপেক্ষ
কোনো কিছুর বিষ্ঠা ছিল নাকি,কিছুটা নেতিবাচক
অনেক অনেক ভালোবাসি ভাইয়া,নিশ্চিত ইতিবাচক
লিপু ভাই এর উল্টায় যাওয়া দেখে হাসতে হাসতে আমি খাট থেকে উল্টায় গেসি,নিশ্চিত ইতিবাচক
আনেক অনেক ভাল লাগল ভাইয়া,নিশ্চিত ইতিবাচক
ভাইয়া সব ঘুরাঘুরি মিলিয়ে কত টাকা খরচ হয়,নিশ্চিত ইতিবাচক
 মিনিট একটুও না টেনে পুরাটা দেখে ফেললাম ইউটিউবে টিউটোরিয়াল ছাড়া আর কোন ভিডিও এত লম্বা সময় টানা দেখা হয়নাই,নিশ্চিত ইতিবাচক
বর্তমানে দেশের বেস্ট ফুড রিলেটেড চ্যানেল পেটুক কাপল,নিশ্চিত ইতিবাচক
ভাইয়া জায়গা গুলোর নাম গুলো বলো দেখতে ভালো লাগে,নিশ্চিত ইতিবাচক
এইরকম দোলনা দোল খাইনা কতদিন,নিরপেক্ষ
বেস্ট ব্লগার বলতেই পারি আপনাকে,নিরপেক্ষ
ভিডিও টা আরও বড়ো করা উচিত ছিল ভাইয়া লাভড ইট,নিশ্চিত ইতিবাচক
ভাইয়া কি  নাম্বার রাস্তার কফি খাইলেন নাকি,নিরপেক্ষ
ওইখান এ কোন সিম ইউজ করছেন,নিশ্চিত ইতিবাচক
মাইন্ডব্লোয়িং দারুন সুন্দর বণর্না আর অসাধারণ সব জায়গাগুলোভীষন ভালো লেগেছে আপনাদের সবার প্রানবন্ত আনন্দময় মুর্হুত গুলোসবসময় এভাবেই থাকুনশুভ কামনা নিরন্তর ভাইয়া এভাবেই চলুক আপনার ভিডিওগুলো আমাদের কে অনাবিল আনন্দ দিয়েভালো থাকুন সবসময়,নিশ্চিত ইতিবাচক
ভাই ইউটিউবিং কখনো বাদ দিবেন না আপনার সব কিছু ইউনিক আর হতেই হবে আমাদের কুষ্টিয়ার মানুষ,নিশ্চিত ইতিবাচক
ভাই আমিও যাবো বউ নিয়ে কিন্তু ওদের কমোট কি লো কোমট হাই কোমটে হাগতে পারি না আমি আমি বাইরে ভেকেশনে যাই না এই হাগার জন্য,নিরপেক্ষ
আবার যেতে বাধ্য করলেন মনে হচ্ছে,নিশ্চিত ইতিবাচক
ফেরার পরই প্লান ছিল আবার যাবো আজ বিষয়টা কনফার্ম হলো বোধ করি,নিশ্চিত ইতিবাচক
ভিডিও ও বর্ণনা যথরীতি খুব ভালো শুভ কামনা,নিশ্চিত ইতিবাচক
সাবস্ক্রাইবার কেন মিলিয়ন পার হচ্ছে না স্বপ্ন দেখি আর বিশ্বাস করি ওটা দ্রুতই হবে,নিশ্চিত ইতিবাচক
এ ভিডিওটা বেষ্ট ছিল অনেক মজা পাছি,নিশ্চিত ইতিবাচক
ভাই ব্যক্তিগত ভাবে কি করেন এত খেয়ে বেড়ান দেশবিদেশ,কিছুটা ইতিবাচক
ভাইয়া এতো এতো খাবার এর ভিডিও দেন খুব কষ্ট পায় দেখে,কিছুটা ইতিবাচক
ভাই আপনি হচ্চে ফকিন্নী নাম্বার  সারাজীবন ভাগই করে খাইছেন কোনো দিন আমান জিনিস খান নাই আর যা নিছেন সব নিজেই খাইছেন,নিশ্চিত নেতিবাচক
সুলতান ডাইন এ খেতে গিয়েছিলাম এতো ভালো লাগে নি আর জর্দা তে মিস্টি দেয় নি একদম প্লেইন পোলাও চিনি সিরা দিয়ে দেওয়া এমন ছিলো আমরা দুইজন নবাব এর খাবার অনেক পছন্দ করি,নিরপেক্ষ
এইটাও ট্রায় করবো ইনশাআল্লাহ,নিশ্চিত ইতিবাচক
আমার বিরিয়ানি খেতে ভালো লাগে,নিশ্চিত ইতিবাচক
এইটা বিরানী না এটা কাচ্চি,নিরপেক্ষ
ভাই মেট্রোম্যান হিল্লোল ভাইয়েরা গ্রুপ ভ্লগ সিরিজ শুরু করছেআমি আপনার কথা বলছিলামআপনি থাকলে সবচেয়ে বেশি ভালো হতো,কিছুটা ইতিবাচক
বুফে খাবার ভিডিও দিয়েন প্লিজ,নিশ্চিত ইতিবাচক
এটা সুলতান্স ডাইন থেকে বেশ মজার,নিরপেক্ষ
খুব ভাল লেগেছে ভিডিওটা,নিশ্চিত ইতিবাচক
এতো সুন্দর করে কিভাবে প্রেজেনট করেন ভাইয়া,নিশ্চিত ইতিবাচক
আমার নান্নার মোরগ পোলাও এবং হাজির খাসি বিরিয়ানি সবচেয়ে পছন্দ,নিশ্চিত ইতিবাচক
বনশ্রীতে থাকবো আর মুঘলে খাবো নাহ এরকম হয় নাহ,কিছুটা ইতিবাচক
আমার ইন্সটা নাই,নিরপেক্ষ
আপনি যশোর থাকেন নাকি খুলনা,নিরপেক্ষ
অাহারে শয়তান ড়াক্তার বিরিয়ানী ও নিষেদ করে দিলো তাই খাই না,নিরপেক্ষ
ভাইয়া আপনারা বনশ্রির কোথায় থাকেন কত নাম্বার ব্লক ও রোড নং কত দয়া করে বলেন,নিশ্চিত ইতিবাচক
কুষ্টিয়ার মুঘল কুইজিন এর বিরিয়ানি টাউ অনেক জোস,নিশ্চিত ইতিবাচক
অতি জলদি অনেক বড় হবে আপনার পেটুক চ্যানেলইনশাল্লাই,নিশ্চিত ইতিবাচক
ভাইয়া আপুর কথাও শুনতে চাই,নিশ্চিত ইতিবাচক
আমি তো ডেইলী এই বিল্ডিং এ যায়,নিরপেক্ষ
উপরে উদ্ভাস কোচিং সেন্টার,নিরপেক্ষ
আমার কাছে নান্নার কাচ্চি বেস্ট লাগে সুলতানস ডাইন থেকেও তবেও কোনটার থেকে কোনটাকে ভালো বলব না ভালো লাগাটা আপেক্ষিক বিষয়,নিরপেক্ষ
ভাই আপনার রিভিউ খুব ভালো লাগে এগিয়ে যান ,নিশ্চিত ইতিবাচক
আমার না কেন জানি স্টার এর কাচ্চি খেতে সবচেয়ে আরাম লাগে,নিরপেক্ষ
মুঘল ইতিহাস গুগল এ পড়ে নিবখাবার সময় খেয়েই যাব,নিরপেক্ষ
হাজির বিরিয়ানি ভালো লাগে,নিরপেক্ষ
ভাইয়া আপনারা বুফ এর খাবারটা কিভাবে খেয়েছিলেন এটা কি কোন ব্যাংকের কার্ড দিয়ে খেয়ে ছিলেন নাকি মালন্দ এয়ারলাইন্সের টিকেট কাটার কারণে খেতে পেরেছিলেন কাইন্ডলি একটু জানাবেন,নিশ্চিত ইতিবাচক
আমরা বাঙালীরা মেয়নেজ আর সসে ভরপুর বার্গার খেয়ে অভ্যস্ত ওইটাই ভালো লাগে,কিছুটা ইতিবাচক
শুঁটকির ফ্লেভারের কারণ হচ্ছে স্রিম্প পেস্ট,নিরপেক্ষ
তোমাদের দুই জামাই বউ এর প্রেমে পরে গেছি,কিছুটা ইতিবাচক
আপনার কথাগুলো খুবই ভালো লাগে,নিরপেক্ষ
আপনি অনেক ফ্রেন্ডলি মানুষ,নিরপেক্ষ
আপনার হসিটা সত্যি দূর্দান্ত,নিশ্চিত ইতিবাচক
উপস্থাপনা অসাধারণ হয়েছে,নিশ্চিত ইতিবাচক
ইবিএল স্কাইলাউঞ্জে হুইস্কি সার্ভ করে,নিরপেক্ষ
নামাজে আমি অনেক ফাঁকিবাজ,নিরপেক্ষ
ভাইয়া খাবার গোলো কি হালাল খাবার,নিশ্চিত ইতিবাচক
নামাজ পরার কথা শুনে সাথে সাথে আপনার ফলোয়ার হয়ে গেলাম ভাইয়া,নিরপেক্ষ
টুরিস্ট ভিসায় ইন্ডিয়া ঢুকেইন্ডিয়া থেকে মালেশিয়া ফ্লাই করেআবার ইন্ডিয়ায় রির্টান করা যাবেমালেশিয়ার টুরিস্ট ভিসা লাগানো আছে,নিশ্চিত ইতিবাচক
কারো নিজের অভিজ্ঞতা আছে যাবার,নিশ্চিত ইতিবাচক
বালি ভ্রমণের ভিডিও গুলো অসাধারণ সাবসাবলীল ও প্রানবন্ত উপস্থাপনা অনেক ভালো লেগেছে,নিশ্চিত ইতিবাচক
নামাজের কথাটা খুবই ভালো লাগছে ভাইয়া চ্যানেলটা সাবস্ক্রাইব করলাম,নিশ্চিত ইতিবাচক
আপনি যে বললেন খাবার টা ফ্রিপানি টা ফ্রিআমার একটা প্রশ্ন খাবার কি  বার ই দিবে মানে  প্লেট খাবার দরকার হয় তাহলে কি পাওয়া জায় নাকি  জন  প্লেট,নিশ্চিত ইতিবাচক
তারাকি মুরগিটা হালাল দিয়েছিলো,কিছুটা ইতিবাচক
মালিন্দ আমাকে আরেকজনের নামের বোর্ডিং পাস ধরায় দিতে চাইছিল সর্বোপরি খুব বাজে এক্সপেরিয়েন্স,কিছুটা নেতিবাচক
ভাইয়া বাংকক ফুকেট পাতায়ার উপরে যদি কোন ভিডিও পেতাম তবে হেল্প হত,নিশ্চিত ইতিবাচক
ভাইয়া ট্রানশিট এ ব্যাগ কি নিজেদের ক্যারি করতে হয়পুরো ট্রান্সিট প্রক্রিয়াটি একটু খুলে বলেন,নিশ্চিত ইতিবাচক
টিকিট কি এক্টাই থাকেবালি ইমিগ্রেশনে কি কি লাগে,নিশ্চিত ইতিবাচক
ট্রান্সিট এর পরবর্তী ফ্লাইট এর ইনফো কিভাবে পাব,নিশ্চিত ইতিবাচক
মাশাল্লাহ আপনার ভয়েস নামাজের ব্যাপারটি হাইলাইট করসেন ভালো লাগল,নিরপেক্ষ
মাসাআল্লাহ আপনার বয়েজ  অনেক সুন্দর  জোবান আহমেদ এর মত,নিশ্চিত ইতিবাচক
অনেক ভালো লাগলো মনে হলো না আজ প্রথম দেখলাম দোয়া রইল ভাইয়া,নিশ্চিত ইতিবাচক
শুটকি মাছের গন্ধ অাসে ফিস সস দেয়ার জন্য ফিস সস এর গন্ধ শুটকির মত,নিরপেক্ষ
ঐটা টমেটো ই ছিলো চেরি টমেটো,নিশ্চিত ইতিবাচক
   এইটা আবার কেমন ফালতু সিস্টেম যে পাশা পাশি সিট দিতে চাই না  এক এক জন কি এক এক জাগায় বসবে নাকি  আজব তো মালিন্দো এয়ার,নিশ্চিত নেতিবাচক
প্রথমবার দেখছি অনেক অনেক ভালো লাগলো অসাধারণ ব্রাদার,নিশ্চিত ইতিবাচক
লিপু আর নতুন ভাবির জোড়া মাশাল্লাহ,কিছুটা ইতিবাচক
নিয়াজ দোস্তের পেপার আর প্লাস্টিক আলাদা করার দৃশ্য দেখে হাসতে হাসতে শেষ,নিরপেক্ষ
আর তোর খাওয়া দাওয়ার দৃশ্য দেখে আমি এই ভোর রাতেও ক্ষুধার্ত হয়ে গেলাম,নিশ্চিত ইতিবাচক
